condition,gender,high_trust_img,identity,low_trust_img,range,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_text.started,instru_text.stopped,instru_key_resp.keys,instru_key_resp.rt,instru_key_resp.started,instru_key_resp.stopped,fixation_text.started,fixation_text.stopped,first_image,identity,condition,rating_T1,image_t1.started,image_t1.stopped,rating_T1_keys.keys,rating_T1_keys.rt,rating_T1_keys.started,rating_T1_keys.stopped,slider_image.started,slider_image.stopped,confidence_T1_text.started,confidence_T1_text.stopped,confidence_T1_keys.keys,confidence_T1_keys.rt,confidence_T1_keys.started,confidence_T1_keys.stopped,slider_confidence_t1.started,slider_confidence_t1.stopped,confidence_T1,second_image,rating_T2,rating_change,image_t2.started,image_t2.stopped,rating_T2_keys.keys,rating_T2_keys.rt,rating_T2_keys.started,rating_T2_keys.stopped,slider_image_t2.started,slider_image_t2.stopped,confidence2_text.started,confidence2_text.stopped,confidence_T2_keys.keys,confidence_T2_keys.rt,confidence_T2_keys.started,confidence_T2_keys.stopped,slider_confidence_t2.started,slider_confidence_t2.stopped,confidence_T2,confidence_change,end_text.started,end_text.stopped,end_key_resp.keys,end_key_resp.rt,end_key_resp.started,end_key_resp.stopped,编号*,session,date,expName,psychopyVersion,frameRate,trials_file,
1,female,stimuli/1-8-11.jpg,8,stimuli/1-8-15.jpg,1.375,0,9,9,15,,,,,,,108.02086730000156,None,stimuli/1-8-11.jpg,8,1,6,106.920864300002,None,6,0.22830419999809237,106.920864300002,None,106.920864300002,None,107.17854760000046,None,7,0.8278537000005599,107.17854760000046,None,107.17854760000046,None,7,stimuli/1-8-15.jpg,7,1,109.03337309999915,None,7,1.0177777999997488,109.03337309999915,None,109.03337309999915,None,110.0686252000014,None,7,0.3273179000025266,110.0686252000014,None,110.0686252000014,None,7,0,,,,,,,1,001,2025_Jul_28_0027,experiment3_1,2021.2.3,239.59269244533525,data\temp_trials_1.csv,
2,male,stimuli/0-15-4.jpg,15,stimuli/0-15-18.jpg,1.1875,0,10,10,3,,,,,,,112.00756740000361,None,stimuli/0-15-18.jpg,15,2,8,111.42465670000092,None,8,0.23150339999847347,111.42465670000092,None,111.42465670000092,None,111.67704830000002,None,8,0.3089772000021185,111.67704830000002,None,111.67704830000002,None,8,stimuli/0-15-4.jpg,9,1,113.01522890000342,None,9,0.2706608000007691,113.01522890000342,None,113.01522890000342,None,113.30400650000229,None,9,0.32390740000118967,113.30400650000229,None,113.30400650000229,None,9,1,,,,,,,1,001,2025_Jul_28_0027,experiment3_1,2021.2.3,239.59269244533525,data\temp_trials_1.csv,
2,female,stimuli/1-7-18.jpg,7,stimuli/1-7-1.jpg,1.46875,0,11,11,1,,,,,,,138.71551970000291,None,stimuli/1-7-1.jpg,7,2,8,114.65961059999972,None,8,23.448726100003114,114.65961059999972,None,114.65961059999972,None,138.1299921000027,None,8,0.566918500000611,138.1299921000027,None,138.1299921000027,None,8,stimuli/1-7-18.jpg,9,1,139.72194060000038,None,9,2.754686899999797,139.72194060000038,None,139.72194060000038,None,142.49848020000354,None,9,0.641608099998848,142.49848020000354,None,142.49848020000354,None,9,1,,,,,,,1,001,2025_Jul_28_0027,experiment3_1,2021.2.3,239.59269244533525,data\temp_trials_1.csv,
1,male,stimuli/0-17-11.jpg,17,stimuli/0-17-3.jpg,0.6875,0,12,12,19,,,,,,,145.4283613000007,None,stimuli/0-17-11.jpg,17,1,9,144.1725396999973,None,9,0.6325337000016589,144.1725396999973,None,144.1725396999973,None,144.82782700000098,None,9,0.5789775000012014,144.82782700000098,None,144.82782700000098,None,9,stimuli/0-17-3.jpg,9,0,146.43821390000085,None,9,0.4300647999989451,146.43821390000085,None,146.43821390000085,None,146.89015069999732,None,9,0.6050007000012556,146.89015069999732,None,146.89015069999732,None,9,0,,,,,,,1,001,2025_Jul_28_0027,experiment3_1,2021.2.3,239.59269244533525,data\temp_trials_1.csv,
2,male,stimuli/0-10-6.jpg,10,stimuli/0-10-13.jpg,1.8125,0,13,13,10,,,,,,,149.62373959999968,None,stimuli/0-10-13.jpg,10,2,9,148.5321871999986,None,9,0.501103199996578,148.5321871999986,None,148.5321871999986,None,149.06004879999819,None,9,0.5403046999999788,149.06004879999819,None,149.06004879999819,None,9,stimuli/0-10-6.jpg,8,-1,150.6241332999998,None,8,0.5178558999978122,150.6241332999998,None,150.6241332999998,None,151.16096839999955,None,8,0.4249971999961417,151.16096839999955,None,151.16096839999955,None,8,-1,,,,,,,1,001,2025_Jul_28_0027,experiment3_1,2021.2.3,239.59269244533525,data\temp_trials_1.csv,
2,female,stimuli/1-16-2.jpg,16,stimuli/1-16-1.jpg,1.5,0,14,14,4,,,,,,,153.54842389999976,None,stimuli/1-16-1.jpg,16,2,7,152.61753419999877,None,7,0.4441233000034117,152.61753419999877,None,152.61753419999877,None,153.08264090000011,None,7,0.4520100999943679,153.08264090000011,None,153.08264090000011,None,7,stimuli/1-16-2.jpg,6,-1,154.55949379999947,None,6,0.43347300000459654,154.55949379999947,None,154.55949379999947,None,155.0163765000034,None,6,0.37159190000238596,155.0163765000034,None,155.0163765000034,None,6,-1,,,,,,,1,001,2025_Jul_28_0027,experiment3_1,2021.2.3,239.59269244533525,data\temp_trials_1.csv,
1,female,stimuli/1-22-1.jpg,22,stimuli/1-22-8.jpg,0.6875,0,15,15,0,,,,,,,157.70390249999764,None,stimuli/1-22-1.jpg,22,1,5,156.42760550000094,None,5,0.8610088999994332,156.42760550000094,None,156.42760550000094,None,157.30959959999745,None,5,0.37526100000104634,157.30959959999745,None,157.30959959999745,None,5,stimuli/1-22-8.jpg,5,0,158.71794339999906,None,5,0.5158848999999464,158.71794339999906,None,158.71794339999906,None,159.2510489999986,None,5,0.43180479999864474,159.2510489999986,None,159.2510489999986,None,5,0,,,,,,,1,001,2025_Jul_28_0027,experiment3_1,2021.2.3,239.59269244533525,data\temp_trials_1.csv,
1,male,stimuli/0-6-11.jpg,6,stimuli/0-6-1.jpg,1.53125,0,16,16,18,,,,,,,161.50806379999995,None,stimuli/0-6-11.jpg,6,1,5,160.72260690000257,None,5,0.39621909999550553,160.72260690000257,None,160.72260690000257,None,161.14182470000378,None,5,0.3443887999965227,161.14182470000378,None,161.14182470000378,None,5,stimuli/0-6-1.jpg,6,1,162.5186096999969,None,6,0.22680359999503708,162.5186096999969,None,162.5186096999969,None,162.7695265000002,None,6,0.3902375999969081,162.7695265000002,None,162.7695265000002,None,6,1,,,,,,,1,001,2025_Jul_28_0027,experiment3_1,2021.2.3,239.59269244533525,data\temp_trials_1.csv,
2,female,stimuli/1-23-19.jpg,23,stimuli/1-23-8.jpg,1.28125,0,17,17,6,,,,,,,164.8701168999978,None,stimuli/1-23-8.jpg,23,2,7,164.1899573999981,None,7,0.31713079999462934,164.1899573999981,None,164.1899573999981,None,164.53032099999837,None,7,0.31651119999878574,164.53032099999837,None,164.53032099999837,None,7,stimuli/1-23-19.jpg,8,1,165.87736759999825,None,8,0.24039819999597967,165.87736759999825,None,165.87736759999825,None,166.135099799998,None,8,0.3826623999993899,166.135099799998,None,166.135099799998,None,8,1,,,,,,,1,001,2025_Jul_28_0027,experiment3_1,2021.2.3,239.59269244533525,data\temp_trials_1.csv,
1,female,stimuli/1-21-18.jpg,21,stimuli/1-21-2.jpg,1.6875,0,18,18,16,,,,,,,168.05811050000193,None,stimuli/1-21-18.jpg,21,1,7,167.54825079999864,None,7,0.18579640000098152,167.54825079999864,None,167.54825079999864,None,167.75714850000077,None,7,0.2758172000030754,167.75714850000077,None,167.75714850000077,None,7,stimuli/1-21-2.jpg,1,-6,169.07015010000032,None,1,0.183064299999387,169.07015010000032,None,169.07015010000032,None,169.2763116999995,None,1,0.7005927999998676,169.2763116999995,None,169.2763116999995,None,1,-6,,,,,,,1,001,2025_Jul_28_0027,experiment3_1,2021.2.3,239.59269244533525,data\temp_trials_1.csv,
2,female,stimuli/1-14-7.jpg,14,stimuli/1-14-10.jpg,0.875,0,19,19,2,,,,,,,171.61450100000366,None,stimuli/1-14-10.jpg,14,2,2,171.00346700000227,None,2,0.24514429999544518,171.00346700000227,None,171.00346700000227,None,171.27416329999687,None,2,0.3191009000001941,171.27416329999687,None,171.27416329999687,None,2,stimuli/1-14-7.jpg,3,1,172.62873240000044,None,3,0.11636119999457151,172.62873240000044,None,172.62873240000044,None,172.7686560000002,None,3,0.3731696999966516,172.7686560000002,None,172.7686560000002,None,3,1,,,,,,,1,001,2025_Jul_28_0027,experiment3_1,2021.2.3,239.59269244533525,data\temp_trials_1.csv,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.1674262000015,None,space,2.2815755999981775,173.1674262000015,None,1,001,2025_Jul_28_0027,experiment3_1,2021.2.3,239.59269244533525,data\temp_trials_1.csv,
